Gender,Domicile,DegreeTitle,MatricMarks,MatricMaxMarks,MetricBoardName,InterDegreeTitle,InterMarks,InterMaxMarks,InterSubjects,InterBoard,NtsMarks,Session,Year,hum100,csc101,mth100,mth101,phy121,hum110,hum114,csc102,eee241,csc110,mth104,csc211,csc103,csc241,hum102,mth105,hum103,bio231,hum111,eee121,cse291,mth231,mgt101,csc322,mth262,cse304,csc339,cse305,cse303,csc371,csc291,csc336,csc301,csc462,csc141,bio130,bio111,bio132,mth242,phy120,csc356,cse302,cse494,cse333,csc461,cse350,csc303,cse356,csc475,cse455,cse498,csc412,csc441,eee440,csc350,csc321,csc454,csc483,csc498,csc312,csc354,csc496,mgt403,bio310,cse354,cse499,hum430,hum220,cse483,env230,hum434,csc402,csc499,mgt131,csc455,phy100,phy229,csc471,csc112,csc221,mgt350,eee231,csc494,csc444,hum320,csc478,cse299,csc479,csc448,csc271,mth467,cse355,csc456,csc253,mth375,bsc208,csc201,csc330,csc445,csc447,csc314,csc392,csc443,csc332,csc536,csc304,csc581,csc348,csc571,hum431,csc328,hum432,csc334,csc353,cse330,csd201,csd205,csd204,eee119,csd203,csd200,csd102,csd100,csd101,csd202,gpa_sem_1,gpa_sem_2,gpa_sem_3,gpa_sem_4,gpa_sem_5,gpa_sem_6,gpa_sem_7,gpa_sem_8,gpa_sem_9,gpa_sem_10,gpa_sem_11,gpa_sem_12,newRegNo,Program,LG,CGPA,null_row_count,real_merit,session_ordered,dropout,board_clean,reduced_boards,matric%,inter%,inter_sbuject_clean,boards_cat,inter_sbuject_cat,Gender_cat,Program_cat,gpa_sem_1_cat
Female,Punjab,Matric,823,1050,"FBISE, Islamabad",FSC,813,1100,Pre Engineering,"fbise, islamabad",62,SP18,2018,2.57,2.57,,,2.57,2.57,,2.94,3,3.54,2.57,3,2.94,3,2.94,2.94,3,,2.94,,,2.57,,2.57,2.57,,3.54,,,2.57,2.57,3.54,3.54,3.54,,,,,3,,3.29,,,,,,3.32,,3.32,,,,3.29,3.29,3.29,2.57,,3.29,3.29,3.32,3.32,,,3.51,,,3.51,,,,,,3.51,3.51,3.32,2.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.57,2.94,3,2.57,3.54,3.32,3.29,3.51,,,,,ciit/sp18-bcs-203/isb,bcs,,3.11,98,68.4017316,8,,fbise,federal board,0.783809524,0.739090909,preeng,30,2,0,1,2
Female,Khyber Pakhtoonkhawa,Matric,950,1100,"BISE, Peshawar",ICS,907,1100,Computer Science,"bise, peshawar",60,SP18,2017,2.43,2.43,,,2.43,2.43,,2.96,2.59,3.38,2.43,2.59,2.96,2.59,2.96,2.96,2.59,,2.96,,,2.68,,2.68,3.38,,3.38,,,2.68,2.68,3.38,3.38,3.38,,,,,2.59,,2.87,,,,,,3.12,,3.12,,,,2.87,2.87,2.87,2.68,,2.87,2.87,3.12,3.12,,,3.15,,,3.15,,,,,,3.15,3.15,3.12,2.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.43,2.96,2.59,2.68,3.38,3.12,2.87,3.15,,,,,ciit/sp18-bcs-1010/isb,bcs,,2.93,124,71.61818182,8,,bise peshawar,kpk boards,0.863636364,0.824545455,cs,14,0,0,1,2
Male,,,,,,,,,,,,SP18,,2.94,2.94,,,2.94,2.94,,2.98,2.8,3.6,2.94,2.8,2.98,2.8,2.98,2.98,2.8,,2.98,,,2.91,,2.91,2.91,,3.6,,,2.91,2.91,3.6,3.6,3.6,,,,,2.8,,2.77,,,,2.77,,3.34,,3.34,,,,2.77,2.77,2.77,2.91,,,2.77,3.34,,3.34,,3.06,,,3.06,,,,,,3.06,3.06,,2.98,,3.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.94,2.98,2.8,2.91,3.6,3.34,2.77,3.06,,,,,ciit/sp18-bcs-91/isb,bcs,,3.03,98,,8,,,,,,,,,1,1,3
Male,Punjab,Matric,896,1050,"FBISE, Islamabad",FSC,876,1100,Pre Engineering,"fbise, islamabad",61,SP18,2018,0,0,,,0,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,ciit/sp18-bcs-2981/isb,bcs,,0,98,70.88787879,8,,fbise,federal board,0.853333333,0.796363636,preeng,30,2,1,1,0
Female,Punjab,Matric,983,1050,"FBISE, Islamabad",FSC,458,520,Pre Engineering,"fbise, islamabad",65,SP18,2017,2.14,2.14,,,2.14,2.14,,,,,2.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.14,,,,,,,,,,,,ciit/sp18-bcs-2851/isb,bcs,,2.14,135,77.09267399,8,,fbise,federal board,0.936190476,0.880769231,preeng,30,2,0,1,1
Male,Punjab,Matric,940,1100,"BISE, Rawalpindi",ICS,726,1100,Computer Science,"fbise, islamabad",77,SP18,2018,3.21,3.21,,,3.21,3.21,,3.11,2.89,3.38,3.21,2.89,3.11,2.89,3.11,3.11,2.89,,3.11,,,3.26,,3.26,3.26,,3.38,,,3.26,3.26,3.38,3.38,3.38,,,,,2.89,,3.02,,,,,,3.14,,3.14,,,,3.02,3.02,3.02,3.26,,3.02,3.02,3.14,3.14,,,3.1,,,3.1,,,,,,3.1,3.1,3.14,3.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.21,3.11,2.89,3.26,3.38,3.14,3.02,3.1,,,,,ciit/sp18-bcs-3694/isb,bcs,,3.13,98,73.44545455,8,,fbise,federal board,0.854545455,0.66,cs,30,0,1,1,4
Male,Sindh,Matric,640,1050,"FBISE, Islamabad",FSC,821,1100,Pre Engineering,"bise, hyderabad",75,SP18,2018,2.89,2.89,,,2.89,2.89,,2.8,2.6,3.45,2.89,2.6,2.8,2.6,2.8,2.8,2.6,,2.8,,,2.21,,2.21,2.21,,3.45,,,2.21,2.21,3.45,3.45,3.45,,,,,2.6,,2.86,,,,,,3.2,,3.2,,,,2.86,2.86,2.86,2.21,,2.86,2.86,3.2,3.2,,,1.96,,,1.96,,,,,,1.96,1.96,3.2,2.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.89,2.8,2.6,2.21,3.45,3.2,2.86,1.96,,,,,ciit/sp18-bcs-2756/isb,bcs,,2.81,105,73.44978355,8,,bise hyderabad,sindh boards,0.60952381,0.746363636,preeng,4,2,1,1,3
Male,Sindh,Matric,775,1050,"FBISE, Islamabad",FSC,843,1100,Computer Science,"fbise, islamabad",73,SP18,2018,2.58,2.58,,,2.58,2.58,,2.46,1.72,3.8,2.58,3,2.46,1.72,2.46,2.46,1.72,,2.46,,,3,,3.8,3,,3.8,,,3,3,3.8,3.8,3.8,,,,,3.18,,3.22,,,,3.22,,3.18,,3.18,,,,3.22,3.22,3.22,3,,,3.22,3.18,,3.18,,2.79,,,2.79,,,,,,2.79,2.79,,2.46,,3.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.58,2.46,1.72,3,3.8,3.18,3.22,2.79,,,,,ciit/sp18-bcs-3636/isb,bcs,,2.99,98,74.53549784,8,,fbise,federal board,0.738095238,0.766363636,cs,30,0,1,1,2
Male,Islamabad Capital Territory,Matric,822,1050,"FBISE, Islamabad",FSC,336,520,Pre Engineering,"fbise, islamabad",64,SP18,2017,3.14,3.14,,,3.14,3.14,,2.99,3.78,3.14,3.14,3.78,2.99,3.78,2.99,2.99,3.78,,2.99,,,3.19,,3.19,3.19,,3.14,,,3.19,3.19,3.14,3.14,3.14,,,,,3.78,,2.88,,,,,,2.82,,2.82,,,,2.88,2.88,2.88,3.19,,2.88,2.88,2.82,2.82,,,2.16,,,,,,,2.16,,2.16,2.16,2.82,2.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.14,2.99,3.78,3.19,3.14,2.82,2.88,2.16,3.3,,,,ciit/sp18-bcs-1136/isb,bcs,,3.11,98,65.67472527,8,,fbise,federal board,0.782857143,0.646153846,preeng,30,2,1,1,4
Female,Sindh,O-Level,788,900,Cambridge Board,A-Level,885,1100,Pre Engineering,cambridge board,75,SP18,2018,2.68,2.68,,,2.68,2.68,,2.52,1.43,3.19,1.82,1.82,2.52,1.43,2.52,2.52,1.43,,2.52,,,3.35,,2.52,1.82,,3.19,,,1.82,1.82,3.19,3.35,3.19,,,,,2.69,,2.69,,,,2.69,,3.35,,3.35,,,,2,2.69,2.69,1.82,,,2.69,3.35,,3.35,,2.52,,,,,,,2.52,,2.52,2.52,,2.52,,3.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.68,2.52,1.43,1.82,3.19,3.35,2.69,2.52,2,,,,ciit/sp18-bcs-2941/isb,bcs,,2.81,130,78.43737374,8,,cambridge,international boards,0.875555556,0.804545455,preeng,31,2,0,1,2
Male,Islamabad Capital Territory,Matric,925,1050,"FBISE, Islamabad",FSC,878,1100,Pre Engineering,"fbise, islamabad",69,SP18,2018,2.81,2.81,,,2.81,2.81,,2.55,0,,2.81,0,2.55,0,2.55,2.55,0,,2.55,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.81,2.55,0,,,,,,,,,,ciit/sp18-bcs-1147/isb,bcs,,1.78,98,75.23679654,8,,fbise,federal board,0.880952381,0.798181818,preeng,30,2,1,1,3
Male,Punjab,Matric,828,1100,"BISE, Gujranwala",FSC,791,1100,Pre Engineering,"bise, gujranwala",63,SP18,2018,2.89,2.89,,,2.89,2.89,,2.62,2.49,3.74,2.89,2.49,2.62,2.49,2.49,2.62,2.49,,2.62,,,2.72,,2.72,2.72,,3.74,,,2.72,2.72,3.74,3.74,3.74,,,,,2.49,,2.79,,,,,,2.94,,2.94,,,,2.79,2.79,2.79,2.72,,2.79,2.79,2.94,2.94,,,3.2,,,3.2,,,,,,3.2,3.2,2.94,2.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.89,2.62,2.49,2.72,3.74,2.94,2.79,3.2,,,,,ciit/sp18-bcs-178/isb,bcs,,2.89,98,67.79090909,8,,bise gujranwala,punjab boards,0.752727273,0.719090909,preeng,24,2,1,1,3
Male,Punjab,Matric,988,1100,"BISE, Rawalpindi",FSC,841,1100,Pre Engineering,"bise, rawalpindi",67,SP18,2018,2.87,2.87,,,2.87,2.87,,3.21,3.34,3.88,2.87,3.34,3.21,3.34,3.21,3.21,3.34,,3.21,,,3.31,,3.31,3.31,,3.88,,,3.31,3.31,3.88,3.88,3.88,,,,,3.34,,3.09,,,,,,3.08,,3.08,,,,3.09,3.09,3.09,3.31,,3.09,3.09,3.08,3.08,,,3.46,,,3.46,,,,,,3.46,3.46,3.08,3.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.87,3.21,3.34,3.31,3.88,3.08,3.09,3.46,,,,,ciit/sp18-bcs-1826/isb,bcs,,3.27,98,73.06363636,8,,bise rawalpindi,punjab boards,0.898181818,0.764545455,preeng,27,2,1,1,3
Male,Punjab,Matric,710,850,"BISE, Karachi",FSC,441,520,Pre Engineering,"bise, multan",59,SP18,2018,1.44,1.44,,,1.44,1.44,,,,,1.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.44,,,,,,,,,,,,ciit/sp18-bcs-1157/isb,bcs,,1.44,98,71.7760181,8,,bise multan,punjab boards,0.835294118,0.848076923,preeng,26,2,1,1,0
Male,Khyber Pakhtoonkhawa,Matric,822,1100,"BISE, Rawalpindi",FSC,837,1100,Pre Engineering,"bise, rawalpindi",67,SP18,2018,2.44,2.44,,,2.44,2.44,,2.86,2.72,3.68,2.44,2.72,2.86,2.72,2.86,2.86,2.72,,2.86,,,2.95,,2.95,2.95,,3.68,,,2.95,2.95,3.68,3.68,3.68,,,,,2.72,,2.98,,,,,,3.2,,3.2,,,,2.98,2.98,2.98,2.95,,2.98,2.98,3.2,3.2,,,3.28,,,3.28,,,,,,3.28,3.28,3.2,2.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.44,2.86,2.72,2.95,3.68,3.2,2.98,3.28,,,,,ciit/sp18-bcs-2216/isb,bcs,,2.99,98,71.40909091,8,,bise rawalpindi,punjab boards,0.747272727,0.760909091,preeng,27,2,1,1,2
Male,Punjab,Matric,817,1050,"FBISE, Islamabad",FSC,827,1100,Pre Engineering,"fbise, islamabad",72,SP18,2017,1.83,1.56,,,1.83,1.83,,1.29,0.76,3.03,1.83,1.85,3.03,1.85,1.56,0.76,2.25,,1.56,,,3.03,,0.21,2.25,,3.03,,,0.88,1.85,0.88,,3.03,,,,,0.76,,,,,,1.85,,0.21,,3.03,,,,,1.85,1.85,,,0.88,,0.21,0.21,,,0.88,,,0.21,,,,,,,,,1.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.83,1.56,1.29,0.76,2.25,3.03,1.85,0.21,0.88,,,,ciit/sp18-bcs-1550/isb,bcs,,1.99,98,73.85367965,8,,fbise,federal board,0.778095238,0.751818182,preeng,30,2,1,1,0
Male,Islamabad Capital Territory,Matric,797,1050,"FBISE, Islamabad",ICS,704,1100,Computer Science,"fbise, islamabad",71,SP18,2018,2.78,2.78,,,2.78,2.78,,2.31,2.51,3.2,2.78,2.51,2.31,2.51,2.31,2.88,2.51,,2.31,,,2.51,,2.51,2.51,,3.2,,,2.51,2.51,3.2,3.2,3.2,,,,,2.51,,2.91,,,,,,2.88,,2.88,,,,2.91,2.91,2.91,2.51,,2.91,2.91,2.88,2.88,,,2.71,,,2.71,,,,,,2.71,2.71,2.88,2.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.78,2.31,2.51,2.51,3.2,2.88,2.91,2.71,,,,,ciit/sp18-bcs-3075/isb,bcs,,2.77,98,68.69047619,8,,fbise,federal board,0.759047619,0.64,cs,30,0,1,1,3
Male,Punjab,Matric,942,1050,"FBISE, Islamabad",FSC,838,1100,Pre Engineering,"fbise, islamabad",60,SP18,2018,2.93,2.93,,,2.93,2.93,,2.55,1.76,3.38,2.93,2.05,2.55,1.76,2.55,2.55,1.76,,2.55,,,3.28,,3.38,2.05,,3.38,,,2.05,2.05,3.38,3.38,3.38,,,,,1.76,,3.05,,,,3.05,,3.28,,3.28,,,,3.05,3.05,3.05,2.05,,,3.05,3.28,,3.28,,3.45,,,3.45,,,,,,3.45,3.45,,2.55,,3.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.93,2.55,1.76,2.05,3.38,3.28,3.05,3.45,,,,,ciit/sp18-bcs-2049/isb,bcs,,2.91,135,69.44415584,8,,fbise,federal board,0.897142857,0.761818182,preeng,30,2,1,1,3
Male,Islamabad Capital Territory,O-Level,709,900,Cambridge Board,A-Level,805,1100,Pre Engineering,cambridge board,73,SP18,2018,2.38,2.38,,,2.38,2.38,,0.62,,,2.38,,0.62,,0.62,,,,0.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.38,0.62,,,,,,,,,,,ciit/sp18-bcs-675/isb,bcs,,1.65,98,73.65050505,8,,cambridge,international boards,0.787777778,0.731818182,preeng,31,2,1,1,1
Male,Punjab,Matric,870,1050,"BISE, Rawalpindi",FSC,802,1100,Computer Science,"bise, rawalpindi",66,SP18,2016,3.38,3.38,,,3.38,3.38,,2.84,3.22,3.88,3.38,3.22,2.84,3.22,2.84,3.88,3.22,,2.84,,,3.09,,2.9,3.09,,3.88,,,3.09,3.09,3.88,3.88,3.88,,,,,3.22,,2.74,,,,2.74,,2.9,,2.9,,,,2.74,2.74,2.74,3.09,,,2.74,2.9,,2.9,,3.3,,,3.3,,,,,,3.3,3.3,,2.84,,2.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.38,2.84,3.22,3.09,3.88,2.9,2.74,3.3,,,,,ciit/sp18-bcs-1333/isb,bcs,,3.14,98,70.44935065,8,,bise rawalpindi,punjab boards,0.828571429,0.729090909,cs,27,0,1,1,5
Female,Punjab,Matric,943,1100,"BISE, Rawalpindi",ICS,401,510,Computer Science,"bise, rawalpindi",60,SP18,2017,3.11,3.11,,,3.11,3.11,,3.24,2.91,3.6,3.11,2.91,3.24,2.91,3.24,3.24,2.91,,3.24,,,3.21,,3.21,3.21,,3.6,,,3.21,3.21,3.6,3.6,3.6,,,,,2.91,,2.89,,,,2.89,,3.2,,3.2,,,,2.89,2.89,2.89,3.21,,,2.89,3.2,,3.2,,3,,,3,,,,,,3,3,,3.24,,3.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.11,3.24,2.91,3.21,3.6,3.2,2.89,3,,,,,ciit/sp18-bcs-298/isb,bcs,,3.14,98,70.02370766,8,,bise rawalpindi,punjab boards,0.857272727,0.78627451,cs,27,0,0,1,4
Male,Punjab,Matric,940,1050,"FBISE, Islamabad",FSC,788,1100,Pre Engineering,"fbise, islamabad",67,SP18,2018,2.29,2.29,,,2.29,2.29,,2.65,2.33,3.6,2.65,2.33,2.65,2.33,2.65,2.33,2.33,,2.65,,,2.83,,2.83,2.83,,3.6,,,2.83,2.83,3.6,3.6,3.6,,,,,3.14,,2.87,,,,2.87,,3.14,,3.14,,,,2.87,2.87,2.87,2.83,,,2.87,3.14,,3.14,,2.91,,,2.91,,,,,,2.91,2.91,,2.65,,3.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.29,2.65,2.33,2.83,3.6,3.14,2.87,2.91,,,,,ciit/sp18-bcs-2660/isb,bcs,,2.89,126,71.10692641,8,,fbise,federal board,0.895238095,0.716363636,preeng,30,2,1,1,1
Male,Islamabad Capital Territory,Matric,929,1050,"FBISE, Islamabad",FSC,414,520,Pre Engineering,"fbise, islamabad",62,SP18,2017,2.74,2.74,,,2.74,2.74,,2.14,2.14,3.07,2.74,2.14,2.03,2.14,2.03,2.81,2.14,,2.03,,,2.38,,2.38,2.38,,3.07,,,2.38,2.38,3.07,3.07,3.07,,,,,2.81,,3.02,,,,,,2.81,,2.81,,,,3.02,3.02,3.02,3.07,,3.02,3.02,2.81,2.81,,,3.08,,,,,,,3.08,,3.08,3.08,2.81,2.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.74,2.03,2.14,2.38,3.07,2.81,3.02,3.08,,,,,ciit/sp18-bcs-2519/isb,bcs,,2.81,98,71.69377289,8,,fbise,federal board,0.884761905,0.796153846,preeng,30,2,1,1,3
Male,Islamabad Capital Territory,Matric,653,1050,"FBISE, Islamabad",ICS,761,1100,Computer Science,"fbise, islamabad",77,SP18,2018,2.79,2.79,,,2.79,2.79,,1.91,2.4,3.43,2.79,1.87,1.91,1.87,1.91,1.91,1.87,,1.91,,,2.82,,2.82,3.43,,3.43,,,2.4,2.4,3.43,3.43,3.43,,,,,1.87,,2.28,,,,,,2.82,,2.82,,,,2.65,2.65,2.65,3.43,2.28,2.65,2.65,2.82,2.82,,,2.28,,,,,,,2.28,,2.28,2.28,,1.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.79,1.91,1.87,2.4,3.43,2.82,2.65,2.28,,,,,ciit/sp18-bcs-3709/isb,bcs,,2.78,135,72.39177489,8,,fbise,federal board,0.621904762,0.691818182,cs,30,0,1,1,3
Male,Punjab,Matric,792,1050,"FBISE, Islamabad",FSC,711,1100,Pre Engineering,"fbise, islamabad",74,SP18,2018,3,3,,,3,3,,2.64,1.87,3.62,3,3.18,2.64,1.87,2.64,2.64,3.18,,2.64,,,2.79,,2.79,2.79,,3.62,,,2.79,2.79,3.62,3.62,3.62,,,,,1.87,,3.47,,,,3.47,,3.46,,3.46,,,,3.47,3.47,3.47,2.79,,,3.47,3.46,,3.46,,3.18,,,3.18,,,,,,3.18,3.18,,2.64,,3.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2.64,1.87,2.79,3.62,3.46,3.47,3.18,,,,,ciit/sp18-bcs-691/isb,bcs,,3.12,98,70.3974026,8,,fbise,federal board,0.754285714,0.646363636,preeng,30,2,1,1,3
Male,Khyber Pakhtoonkhawa,Matric,646,850,"BISE, Karachi",FSC,779,1100,Pre Engineering,"bise, karachi",65,SP18,2018,2.45,2.45,,,2.45,2.45,,2.55,1.38,3.26,2.45,1.38,2.55,1.38,2.55,2.55,1.38,,2.55,,,2.34,,3.01,2.34,,3.26,,,2.34,2.34,3.26,3.26,3.26,,,,,1.38,,2.79,,,,,,3.01,,3.01,,,,2.79,2.79,2.79,2.34,,2.79,2.79,3.01,3.01,,,3.21,,,3.21,,,,,,3.21,3.21,3.01,2.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.45,2.55,1.38,2.34,3.26,3.01,2.79,3.21,,,,,ciit/sp18-bcs-3154/isb,bcs,,2.73,98,68.42727273,8,,bise karachi,sindh boards,0.76,0.708181818,preeng,5,2,1,1,2
Male,Punjab,Matric,966,1100,"BISE, Rawalpindi",FSC,864,1100,Pre Engineering,"bise, rawalpindi",64,SP18,2018,2.23,2.23,,,2.23,2.23,,,,,2.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.23,,,,,,,,,,,,ciit/sp18-bcs-2742/isb,bcs,,2.23,98,72.2,8,,bise rawalpindi,punjab boards,0.878181818,0.785454545,preeng,27,2,1,1,1
Male,Punjab,Matric,854,1100,"BISE, Rawalpindi",FSC,830,1100,Pre Engineering,"bise, rawalpindi",78,SP18,2018,2.93,2.93,,,2.93,2.93,,2.88,2.78,3.68,2.93,2.78,2.88,2.78,2.88,3.68,2.78,,2.88,,,3.17,,2.68,2.68,,3.68,,,2.68,2.68,3.68,3.68,3.68,,,,,2.78,,2.98,,,,,,3.17,,3.17,,,,2.98,2.98,2.98,2.68,,2.98,2.98,3.17,3.17,,,2.94,,,,,,,2.94,,2.94,2.94,3.17,2.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.93,2.88,2.78,2.68,3.68,3.17,2.98,2.94,,,,,ciit/sp18-bcs-2036/isb,bcs,,3.02,135,76.94545455,8,,bise rawalpindi,punjab boards,0.776363636,0.754545455,preeng,27,2,1,1,3
Male,Punjab,Matric,831,1100,"BISE, Gujranwala",ICS,818,1100,Computer Science,"bise, gujranwala",69,SP18,2018,2.68,2.68,,,2.68,2.68,,2.59,2.06,3.27,2.68,2.06,2.59,2.06,2.59,2.59,2.06,,2.59,,,2.25,,3.27,2.25,,3.27,,,2.25,2.25,3.27,3.27,3.27,,,,,2.06,,2.7,,,,2.7,,3.26,,3.26,,,,2.7,2.7,2.7,2.25,,,2.7,3.26,,3.26,,2.81,,,2.81,,,,,,2.81,2.81,,2.59,,3.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.68,2.59,2.06,2.25,3.27,3.26,2.7,2.81,,,,,ciit/sp18-bcs-1350/isb,bcs,,2.76,98,71.8,8,,bise gujranwala,punjab boards,0.755454545,0.743636364,cs,24,0,1,1,2
Male,Islamabad Capital Territory,Matric,758,1050,"FBISE, Islamabad",FSC,365,520,Pre Engineering,"fbise, islamabad",58,SP18,2017,3.08,3.08,,,3.08,3.08,,2.8,2.65,3.94,3.08,2.65,2.8,2.65,2.8,2.8,2.65,,2.8,,,3,,3,3,,3.94,,,3,3,3.94,3.94,3.94,,,,,2.65,,3.33,,,,3.33,,3.68,,3.68,,,,3.33,3.33,3.33,3,,,3.33,3.68,,3.68,,3.83,,,3.83,,,,,,3.83,3.83,,2.8,,3.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.08,2.8,2.65,3,3.94,3.68,3.33,3.83,,,,,ciit/sp18-bcs-1967/isb,bcs,,3.24,135,64.2959707,8,,fbise,federal board,0.721904762,0.701923077,preeng,30,2,1,1,4
Female,Punjab,Matric,924,1100,"BISE, Rawalpindi",FSC,739,1100,Pre Engineering,"bise, rawalpindi",66,SP18,2018,2.32,2.32,,,2.32,2.32,,1.86,1.19,,2.32,,1.86,,1.86,1.86,1.19,,1.86,,,,,,,,,,,,,,,,,,,,1.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.32,1.86,1.19,,,,,,,,,,ciit/sp18-bcs-3404/isb,bcs,,1.98,98,68.27272727,8,,bise rawalpindi,punjab boards,0.84,0.671818182,preeng,27,2,0,1,1
Female,Punjab,Matric,895,1100,"BISE, Rawalpindi",FSC,822,1100,Pre Engineering,"bise, rawalpindi",64,SP18,2018,2.51,2.51,,,2.51,2.51,,2.58,1.87,3.44,2.51,1.87,2.58,1.87,2.58,2.58,1.87,,2.58,,,2,,2,2.81,,3.44,,,2,2,3.44,3.44,3.44,,,,,3.12,,2.81,,,,2.89,,3.12,,3.12,,,,2.81,2.81,2.81,2,,,2.81,3.12,,3.12,,2.89,,,2.89,,,,,,2.89,2.89,,2.58,,3.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.51,2.58,1.87,2,3.44,3.12,2.81,2.89,,,,,ciit/sp18-bcs-681/isb,bcs,,2.75,98,70.02727273,8,,bise rawalpindi,punjab boards,0.813636364,0.747272727,preeng,27,2,0,1,2
Male,Punjab,Matric,899,1100,"BISE, Lahore",FSC,667,1100,Pre Engineering,"bise, lahore",81,SP18,2018,1.48,1.48,,,1.45,1.45,,,,,1.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.48,1.45,,,,,,,,,,,ciit/sp18-bcs-3292/isb,bcs,,1.8,130,72.92727273,8,1,bise lahore,punjab boards,0.817272727,0.606363636,preeng,25,2,1,1,0
