Gender,Domicile,DegreeTitle,MatricMarks,MatricMaxMarks,MetricBoardName,InterDegreeTitle,InterMarks,InterMaxMarks,InterSubjects,InterBoard,NtsMarks,Session,Year,hum100,csc101,mth100,mth101,phy121,hum110,hum114,csc102,eee241,csc110,mth104,csc211,csc103,csc241,hum102,mth105,hum103,bio231,hum111,eee121,cse291,mth231,mgt101,csc322,mth262,cse304,csc339,cse305,cse303,csc371,csc291,csc336,csc301,csc462,csc141,bio130,bio111,bio132,mth242,phy120,csc356,cse302,cse494,cse333,csc461,cse350,csc303,cse356,csc475,cse455,cse498,csc412,csc441,eee440,csc350,csc321,csc454,csc483,csc498,csc312,csc354,csc496,mgt403,bio310,cse354,cse499,hum430,hum220,cse483,env230,hum434,csc402,csc499,mgt131,csc455,phy100,phy229,csc471,csc112,csc221,mgt350,eee231,csc494,csc444,hum320,csc478,cse299,csc479,csc448,csc271,mth467,cse355,csc456,csc253,mth375,bsc208,csc201,csc330,csc445,csc447,csc314,csc392,csc443,csc332,csc536,csc304,csc581,csc348,csc571,hum431,csc328,hum432,csc334,csc353,cse330,csd201,csd205,csd204,eee119,csd203,csd200,csd102,csd100,csd101,csd202,gpa_sem_1,gpa_sem_2,gpa_sem_3,gpa_sem_4,gpa_sem_5,gpa_sem_6,gpa_sem_7,gpa_sem_8,gpa_sem_9,gpa_sem_10,gpa_sem_11,gpa_sem_12,newRegNo,Program,LG,CGPA,null_row_count,real_merit,session_ordered,dropout,board_clean,reduced_boards,matric%,inter%,inter_sbuject_clean,boards_cat,inter_sbuject_cat,Gender_cat,Program_cat,gpa_sem_1_cat
Male,Punjab,Matric,894,1050,"FBISE, Islamabad",FSC,748,1100,Pre Engineering,"fbise, islamabad",75,SP16,2016,3.59,,,,,3.59,,3.22,2.56,2.48,3.59,2.56,3.59,3.22,3.22,3.22,2.56,,3.22,3.59,,2.95,2.95,2.48,2.95,,2.48,,,,2.48,,,2.63,,,,,2.56,,,,,,,,,,,,,,2.63,2.48,,,,,,2.68,,,2.86,,,,2.86,2.86,,,,,2.63,2.68,,,,2.86,,2.95,,3.22,,2.68,,,,,,2.56,,,2.63,,2.68,,2.95,,2.68,,2.63,2.86,,,2.63,2.48,,,,,,,,,,,,,,,,,,,,3.59,3.22,2.56,2.95,2.48,2.68,2.63,2.86,,,,,ciit/sp16-bcs-243/isb,bcs,,2.88,129,73.21428571,4,,fbise,federal board,0.851428571,0.68,preeng,30,2,1,1,5
Male,Punjab,Matric,975,1050,"BISE, Faislabad",FSC,899,1100,Pre Engineering,"bise, faislabad",69,SP16,2016,3.95,,,,,3.95,,3.85,3.74,3.49,3.95,3.74,3.95,3.85,3.85,3.85,3.74,,3.85,3.95,,3.49,3.49,3.7,3.49,,3.7,,,,3.7,3.7,,4,,,,,3.74,,,,,,,,,,,,,,4,3.7,,,,,,4,,,3.88,,,,3.88,3.88,,,,,4,4,3.88,,,,,3.49,,3.85,,,,,,,,3.74,,,4,4,4,,3.49,,4,,4,,4,4,4,,,,,,,,,,,,,,,,,,,,,3.95,3.85,3.74,3.49,3.7,4,4,3.88,,,,,ciit/sp16-bcs-3376/isb,bcs,,3.81,99,76.47662338,4,,bise faisalabad,punjab boards,0.928571429,0.817272727,preeng,23,2,1,1,6
Male,Punjab,Matric,972,1050,"BISE, Gujranwala",FSC,827,1100,Pre Engineering,"bise, gujranwala",67,SP16,2016,2.58,,,,,2.58,,2.51,1.98,3.35,2.58,2.12,2.58,2.51,2.51,2.51,1.98,,2.51,2.58,,2.12,1.98,1.87,2.12,,1.87,,,,2.12,1.87,,2.14,,,,,1.98,,,,,,,,,,,,,,2.64,1.87,,,,,,2.14,,,2.14,,,,3.35,,,,,,2.64,,2.64,,,3.35,,2.12,,2.51,,2.64,,,,,,1.87,,,2.64,2.14,2.64,,1.87,,,,2.14,,,,,,,,,,,,,,,,,,,,,,,,,2.58,,,2.51,1.98,2.12,1.87,2.14,2.64,3.35,3,,ciit/sp16-bcs-938/isb,bcs,,2.45,99,72.82987013,4,,bise gujranwala,punjab boards,0.925714286,0.751818182,preeng,24,2,1,1,2
Male,Khyber Pakhtoonkhawa,Matric,775,1050,"FBISE, Islamabad",FSC,382,550,Computer Science,"fbise, islamabad",62,SP16,2015,2.91,,,,,2.91,,2.23,2.19,2.19,2.91,2.39,2.91,2.23,2.23,2.23,2.39,,2.23,2.91,,2.19,2.19,2.27,1.62,,1.62,,,,1.62,1.62,,2.21,,,,,2.39,,,,,,,,,,,,,,2.21,1.62,,,,,,1.12,,,2.27,,,,,,,,,,2.21,1.12,2.27,,,,,2.19,,2.23,,,,,,,,2.39,,,2.21,2.21,1.12,,2.19,,2.21,,2.21,2.27,1.12,,1.12,,,,,,,,,,,,,,,,,,,,,2.91,2.23,2.39,2.19,1.62,1.12,2.21,2.27,,,,,ciit/sp16-bcs-1820/isb,bcs,,2.23,98,66.16277056,4,,fbise,federal board,0.738095238,0.694545455,cs,30,0,1,1,3
Male,Punjab,Matric,896,1050,"FBISE, Islamabad",FSC,850,1100,Pre Engineering,"fbise, islamabad",58,SP16,2016,3.14,,,,,3.14,,3.49,3,3.8,3.14,3,3.14,3.49,3.49,3.49,3,,3.49,3.14,,3.44,3.44,2.84,3.44,,2.84,,,,2.84,2.84,,3.61,,,,,3,,,,,,,,,,,,,,3.61,2.84,,,,,,3.8,,,3.38,,,,3.38,3.38,,,,,3.38,3.8,3.38,,,,,3.44,,3.49,,3.38,,,,,,3,,,3.61,3.61,3.8,,3.44,,3.61,,3.61,,3.8,3.8,3.8,,,,,,,,,,,,,,,,,,,,,3.14,3.49,3,3.44,2.84,3.8,3.61,3.38,,,,,ciit/sp16-bcs-2135/isb,bcs,,3.33,100,68.44242424,4,,fbise,federal board,0.853333333,0.772727273,preeng,30,2,1,1,4
Male,AJK,O-Level,619,900,Cambridge Board,A-Level,695,1100,Pre Engineering,cambridge board,68,SP16,2016,3.12,,,,,3.12,,3.03,3.29,2.64,3.12,3.29,3.12,3.03,3.03,3.03,3.29,,3.03,3.12,,3.31,3.31,3.26,3.31,,2.64,,,,2.64,,,3.16,,,,,3.29,,,,,,,,,,,,,,3.16,2.64,,,,,,3.26,,,3.08,,,,3.08,3.08,,,,,3.08,3.26,,,,3.08,,3.31,,3.03,,3.26,,,,,,3.29,,,3.16,,3.26,,3.31,,3.26,,3.16,,,3.26,3.16,2.64,,,,,,,,,,,,,,,,,,,,3.12,3.03,3.29,3.31,2.64,3.26,3.16,3.08,,,,,ciit/sp16-bcs-2395/isb,bcs,,3.11,97,66.15050505,4,,cambridge,international boards,0.687777778,0.631818182,preeng,31,2,1,1,4
Male,Punjab,Matric,799,1050,"FBISE, Islamabad",FSC,338,550,Computer Science,"fbise, islamabad",58,SP16,2015,3.14,,,,,3.14,,3.13,2.71,2.94,3.14,2.71,3.14,3.13,3.13,3.13,2.71,,3.13,3.14,,3.11,3.11,2.95,3.11,,2.95,,,,2.95,2.95,,3.25,,,,,2.71,,,,,,,,,,,,,,3.25,2.95,,,,,,2.94,,,3.34,,,,3.34,3.34,,,,,3.34,2.94,3.34,,,,,3.11,,3.13,,,,,,,,2.71,,,3.25,3.25,2.94,,3.11,,3.25,,3.25,,2.94,2.94,2.94,,,,,,,,,,,,,,,,,,,,,3.14,3.13,2.71,3.11,2.95,2.94,3.25,3.34,,,,,ciit/sp16-bcs-2922/isb,bcs,,3.06,99,61.19134199,4,,fbise,federal board,0.760952381,0.614545455,cs,30,0,1,1,4
Female,Punjab,Matric,934,1050,"FBISE, Islamabad",FSC,849,1100,Pre Medical,"fbise, islamabad",53,SP16,2016,1.94,,,,,1.94,,2.79,,,2.78,,1.94,2.79,2.78,2.79,,,2.78,2.78,,,,,,,,,,,,,,,,,,,2.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.94,2.78,2.79,,,,,,,,,,ciit/sp16-bcs-1138/isb,bcs,,2.9,99,66.26796537,4,,fbise,federal board,0.88952381,0.771818182,premed,30,3,0,1,0
Male,Islamabad Capital Territory,Matric,885,1050,"FBISE, Islamabad",FSC,824,1100,Pre Engineering,"fbise, islamabad",58,SP16,2016,3.01,,,,,3.01,,2.61,2.41,2.62,3.01,2.41,3.01,2.61,2.61,2.61,2.41,,2.61,3.01,,2.62,2.62,2.61,2.62,,2.61,,,,2.5,2.61,,2.14,,,,,2.41,,,,,,,,,,,,,,2.14,2.61,,,,,,2.5,,,,,,,3.12,,,,,,2.14,2.5,,,,3.12,,2.62,,2.61,,,,,,,,2.41,,,2.14,3.12,2.5,,2.62,,2.14,,2.14,,2.5,,2.5,,,,,,,,,,,,,,,,,,,,,3.01,2.61,2.41,2.62,2.61,2.5,2.14,3.12,,,,,ciit/sp16-bcs-3741/isb,bcs,,2.63,135,67.39220779,4,,fbise,federal board,0.842857143,0.749090909,preeng,30,2,1,1,4
Male,Islamabad Capital Territory,O-Level,681,900,Cambridge Board,A-Level,800,1100,Computer Science,cambridge board,72,SP16,2016,2.71,,,,,2.71,,2.73,2.16,2.54,2.71,2.16,2.71,2.73,2.73,2.73,2.16,,2.73,2.71,,2.54,2.54,2.31,2.54,,2.31,,,,2.31,,,2.81,,,,,2.16,,,,,,,,,,,,,,2.81,2.31,,,,,,2.88,,,2.72,,,,2.72,,,,,,2.72,2.88,,,,,,2.54,,2.73,,,,,,,,2.16,,,2.81,,2.88,,2.54,,2.81,,2.81,2.72,,2.88,,,2.88,2.88,2.31,,,,,,,,,,,,,,,,,2.71,2.73,2.16,2.54,2.31,2.88,2.81,2.72,,,,,ciit/sp16-bcs-52/isb,bcs,,2.6,99,72.65757576,4,,cambridge,international boards,0.756666667,0.727272727,cs,31,0,1,1,3
Female,Punjab,Matric,930,1050,"FBISE, Islamabad",FSC,779,1100,Pre Engineering,"fbise, islamabad",63,SP16,2016,3.41,,,,,3.41,,3.32,2.98,3.1,3.41,2.98,3.41,3.32,3.32,3.32,2.98,,3.32,3.41,,3.1,3.1,3.29,3.1,,3.29,,,,3.29,3.29,,3.51,,,,,2.98,,,,,,,,,,,,,,3.51,3.29,,,,,,2.93,,,3.6,,,,3.6,,,,,,3.51,2.93,,,,,,3.1,,3.32,,,,,,,,2.98,,,3.51,,2.93,,3.1,,3.51,,3.51,3.6,2.93,,2.93,,,,,,,,,,,,,,,,,,,,,3.41,3.32,2.98,3.1,3.29,2.93,3.51,3.6,,,,,ciit/sp16-bcs-3012/isb,bcs,,3.25,98,68.68441558,4,,fbise,federal board,0.885714286,0.708181818,preeng,30,2,0,1,5
Female,Punjab,Matric,852,1050,"BISE, Rawalpindi",FSC,439,550,Pre Medical,"bise, rawalpindi",60,SP16,2015,1.76,,,,,1.76,,3.77,,,1.76,,3,3.77,3.77,3.77,,,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.76,3,3.77,,,,,,,,,,ciit/sp16-bcs-1465/isb,bcs,,3.42,99,70.04155844,4,,bise rawalpindi,punjab boards,0.811428571,0.798181818,premed,27,3,0,1,0
Male,Punjab,Matric,836,1050,"FBISE, Islamabad",FSC,722,1100,Pre Engineering,"fbise, islamabad",72,SP16,2016,3.3,,,,,3.3,,2.96,2.75,2.65,3.3,2.75,3.3,2.96,2.96,2.96,2.75,,2.96,3.3,,2.65,2.65,2.11,2.65,,2.11,,,,2.11,2.11,,2.32,,,,,2.75,,,,,,,,,,,,,,2.32,2.11,,,,,,2.2,,,2.86,,,,2.86,,,,,,2.32,2.2,,,,2.86,,2.65,,2.96,,,,,,,,2.75,,,2.32,,2.2,,2.65,,2.32,,2.32,,2.2,,2.2,,,,,,,,,,,,,,,,,,,,,3.3,2.96,2.75,2.65,2.11,2.2,2.32,2.86,,,,,ciit/sp16-bcs-1601/isb,bcs,,2.66,120,70.21645022,4,,fbise,federal board,0.796190476,0.656363636,preeng,30,2,1,1,4
Male,Punjab,Matric,913,1050,"BISE, Rawalpindi",FSC,895,1100,Pre Engineering,"bise, sargodha",57,SP16,2016,3.19,,,,,3.19,,2.76,2.47,2.64,3.19,2.47,3.19,2.76,2.76,2.76,2.47,,2.76,3.19,,2.64,2.64,2.38,2.64,,2.38,,,,2.38,2.38,,3.11,,,,,2.47,,,,,,,,,,,,,,3.11,2.38,,,,,,2.75,,,2.78,,,,,2.78,,,,,3.11,2.75,,,,,,2.64,,2.76,,,,,,,,2.47,,,3.11,2.78,2.75,,2.64,,3.11,,3.11,,2.75,,2.75,,,,,,,,,,,,,,,,,,,,,3.19,2.76,2.47,2.64,2.38,2.75,3.11,2.78,,,,,ciit/sp16-bcs-2995/isb,bcs,,2.75,97,69.74069264,4,,bise sargodha,punjab boards,0.86952381,0.813636364,preeng,29,2,1,1,4
Male,Islamabad Capital Territory,Matric,967,1050,"FBISE, Islamabad",FSC,690,1100,Pre Engineering,"fbise, islamabad",69,SP16,2016,2.79,,,,,2.79,,1.57,1.5,1.95,2.79,1.5,2.79,1.57,1.57,1.78,1.5,,1.57,2.79,,1.95,2.23,1.78,1.95,,1.78,,,,1.78,,,2.62,,,,,1.5,,,,,,,,,,,,,,2.62,1.78,,,,,,2.23,,,3.13,,,,3.13,3.13,,,,,3.13,2.23,,,,,,1.95,,1.95,,,,,,,,1.5,,,2.62,2.62,2.23,,2.23,,,,2.62,3.13,,,,,2.23,2.23,1.78,,,,,,,,,,,,,,,,,2.79,1.57,1.5,1.95,1.78,2.23,2.62,3.13,,,,,ciit/sp16-bcs-2490/isb,bcs,,2.48,98,68.8004329,4,,fbise,federal board,0.920952381,0.627272727,preeng,30,2,1,1,3
Male,Punjab,O-Level,698,900,Cambridge Board,A-Level,0,1100,Pre Engineering,cambridge board,69,SP16,2016,2.35,,,,,2.35,,2.39,2.12,2.35,2.35,2.09,2.35,1.62,2.39,2.39,2.09,,2.39,2.35,,2.35,2.35,2.12,2.35,,2.12,,,,2.12,2.12,,2.32,,,,,2.09,,,,,,,,,,,,,,2.32,2.12,,,,,,1.62,,,3,,,,,,,,,,3,1.62,,,,,,2.35,,2.39,,,,,,,,2.09,,,2.32,3,1.62,,2.35,,,,2.32,3,1.62,,2.32,,,,,,,,,,,,,,,,,,,,,2.35,2.39,2.09,2.35,2.12,1.62,2.32,3,,,,,ciit/sp16-bcs-2603/isb,bcs,,2.35,99,42.25555556,4,,cambridge,international boards,0.775555556,0,preeng,31,2,1,1,1
Male,Punjab,Matric,786,1050,"FBISE, Islamabad",FSC,740,1100,Pre Engineering,"fbise, islamabad",69,SP16,2016,3.08,,,,,3.08,,2.35,2.34,2.32,3.08,2.17,3.08,2.35,2.35,2.35,2.17,,2.35,3.08,,2.32,2.32,2.34,2.32,,2.34,,,,1.9,2.34,,1.69,,,,,2.17,,,,,,,,,,,,,,3.25,2.34,,,,,,1.9,,,3.25,,,,3.25,,,,,,1.69,1.9,,,,3.25,,2.32,,2.35,,,,,,,,2.17,,,1.69,3.25,1.9,,2.32,,1.69,,1.69,,1.9,1.9,1.9,,,,,,,,,,,,,,,,,,,,,3.08,2.35,2.17,2.32,2.34,1.9,1.69,3.25,,,,,ciit/sp16-bcs-1789/isb,bcs,,2.46,98,68.89480519,4,,fbise,federal board,0.748571429,0.672727273,preeng,30,2,1,1,4
Female,Punjab,Matric,905,1050,"BISE, Rawalpindi",FSC,760,1100,Pre Engineering,"bise, rawalpindi",76,SP16,2016,3.23,,,,,3.23,,3.35,3.23,2.84,3.23,3.23,3.23,3.35,3.35,3.35,3.23,,3.35,3.23,,2.84,2.84,2.22,2.84,,2.89,,,,2.89,2.89,,2.3,,,,,3.23,,,,,,,,,,,,,,2.3,2.89,,,,,,2.22,,,2.83,,,,2.83,,,,,,2.3,2.22,,,,,,2.84,,3.35,,,,,,,,3.23,,,2.3,2.83,2.22,,2.84,,2.3,,2.3,,2.22,,2.22,,,,,,,,,,,,,,,,,,,,,3.23,3.35,3.23,2.84,2.89,2.22,2.3,2.83,,,,,ciit/sp16-bcs-3187/isb,bcs,,2.95,129,74.25541126,4,,bise rawalpindi,punjab boards,0.861904762,0.690909091,preeng,27,2,0,1,4
Female,Punjab,O-Level,731,900,"Inter Board Committee of Chairmen, Islamabad",FSC,416,550,Pre Medical,"fbise, islamabad",70,SP16,2015,3.35,,,,,3.35,,3.69,3.53,3.84,3.35,3.53,3.35,3.69,3.69,3.69,3.53,,3.69,3.35,,3.84,3.84,3.94,3.84,,3.94,,,,3.94,,,3.87,,,,,3.53,,,,,,,,,,,,,,3.87,3.94,,,,,,4,,,3.88,,,,3.88,,,,,,3.88,4,,,,,,3.84,,3.69,,,,,,,,3.53,,,3.87,,4,,3.84,,4,,3.87,3.88,,,3.87,3.94,4,,,,,,,,,,,,,,,,,,,3.35,3.69,3.53,3.84,3.94,4,3.87,3.88,,,,,ciit/sp16-bcs-1068/isb,bcs,,3.75,135,73.37676768,4,,fbise,federal board,0.812222222,0.756363636,premed,30,3,0,1,5
Male,Punjab,Matric,985,1050,"BISE, Rawalpindi",FSC,840,1100,Pre Medical,"bise, rawalpindi",59,SP16,2016,0.99,,,,,0.99,,,,,0.99,,0.99,,,,,,,0.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.99,,,,,,,,,,,,ciit/sp16-bcs-196/isb,bcs,,0.99,99,69.42640693,4,,bise rawalpindi,punjab boards,0.938095238,0.763636364,premed,27,3,1,1,0
Female,Punjab,Matric,949,1050,"FBISE, Islamabad",FSC,888,1100,Pre Medical,"fbise, islamabad",54,SP16,2016,3.18,,,,,3.18,,3.44,2.98,3.26,3.18,2.98,3.18,3.44,3.44,3.44,2.98,,3.44,3.18,,3.26,3.26,3.15,3.26,,3.15,,,,3.15,3.15,,3.56,,,,,2.98,,,,,,,,,,,,,,3.56,3.15,,,,,,3.8,,,3.6,,,,3.6,,,,,,3.6,3.8,,,,3.6,,3.26,,3.44,,,,,,,,2.98,,,3.56,,3.8,,3.26,,3.56,,3.56,,3.8,,3.8,,,,,,,,,,,,,,,,,,,,,3.18,3.44,2.98,3.26,3.15,3.8,3.56,3.6,,,,,ciit/sp16-bcs-1572/isb,bcs,,3.36,95,68.32900433,4,,fbise,federal board,0.903809524,0.807272727,premed,30,3,0,1,4
Male,Punjab,Matric,983,1050,"BISE, DG Khan",FSC,426,550,Pre Engineering,"bise, dg khan",85,SP16,2015,2.84,,,,,2.84,,3.46,3.1,2.95,2.84,3.1,2.84,3.46,3.46,3.46,3.1,,3.46,2.84,,2.95,2.95,3.4,2.95,,3.4,,,,3.4,,,3.76,,,,,3.1,,,,,,,,,,,,,,3.76,3.4,,,,,,3.7,,,3.46,,,,3.46,,,,,,3.76,3.7,,,,,,2.95,,3.46,,,,,,,,3.1,,,3.76,,3.7,,2.95,,3.76,,3.76,,,3.7,3.7,,3.7,3.7,3.4,,,,,,,,,,,,,,,,,2.84,3.46,3.1,2.95,3.4,3.7,3.76,3.46,,,,,ciit/sp16-bcs-2348/isb,bcs,,3.32,99,82.84372294,4,,bise dg khan,kpk boards,0.936190476,0.774545455,preeng,10,2,1,1,3
Male,Punjab,Matric,916,1050,"BISE, Gujranwala",FSC,845,1100,Pre Engineering,"bise, gujranwala",70,SP16,2016,3.84,,,,,3.84,,3.41,3.63,3.33,3.84,3.63,3.84,3.41,3.41,3.41,3.63,,3.41,3.84,,3.33,3.33,3.68,3.33,,3.68,,,,3.68,,,3.31,,,,,3.63,,,,,,,,,,,,,,3.31,3.68,,,,,,3.68,,,3.8,,,,3.8,,,,,,3.31,3.68,,,,3.8,,3.33,,3.41,,3.68,,,,,,3.63,,,3.31,,3.68,,3.33,,3.68,,3.31,,,,3.31,3.68,,,,,,,,,,,,,,,,,,,,3.84,3.41,3.63,3.33,3.68,3.68,3.31,3.8,,,,,ciit/sp16-bcs-1168/isb,bcs,,3.57,99,74.45108225,4,,bise gujranwala,punjab boards,0.872380952,0.768181818,preeng,24,2,1,1,6
Male,Punjab,Matric,814,1050,"BISE, Bahawalpur",FSC,832,1100,Pre Engineering,"bise, bahawalpur",60,SP16,2016,1.59,,,,,1.59,,1.65,0.51,1.09,1.59,0,1.09,0.51,2.06,1.65,1.65,,2.06,2.06,,,1.09,,1.09,,,,,,,,,,,,,,0.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,1.65,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.59,2.06,1.65,1.09,0.51,0,0,,,,,,ciit/sp16-bcs-3538/isb,bcs,,1.69,124,68.00692641,4,1,bise bahawalpur,punjab boards,0.775238095,0.756363636,preeng,21,2,1,1,0
Male,Islamabad Capital Territory,Matric,849,1050,"FBISE, Islamabad",FSC,408,550,Computer Science,"fbise, islamabad",52,SP16,2015,3.39,,,,,3.39,,3.34,2.94,3.32,3.39,2.94,3.39,3.34,3.34,3.34,2.94,,3.34,3.39,,3.32,3.32,3.68,3.32,,3.35,,,,3.35,,,3.51,,,,,2.94,,,,,,,,,,,,,,3.51,3.35,,,,,,3.48,,,3.68,,,,,3.68,,,,,3.68,3.48,3.68,,,,,3.32,,3.34,,,,,,,,2.94,,,3.51,3.51,3.48,,3.32,,3.51,,,3.68,,,3.48,,3.48,3.48,3.35,,,,,,,,,,,,,,,,,3.39,3.34,2.94,3.32,3.35,3.48,3.51,3.68,,,,,ciit/sp16-bcs-2710/isb,bcs,,3.36,99,63.75844156,4,,fbise,federal board,0.808571429,0.741818182,cs,30,0,1,1,5
Male,Punjab,Matric,946,1050,"FBISE, Islamabad",FSC,917,1100,Pre Engineering,"fbise, islamabad",56,SP16,2016,3.12,,,,,3.12,,2.77,2.05,2.79,3.12,2.05,3.12,2.77,2.77,2.77,3.37,,2.77,3.12,,3.37,2.79,2.38,2.79,,2.38,,,,2.38,2.38,,2.56,,,,,2.05,,,,,,,,,,,,,,2.56,2.38,,,,,,2.98,,,3.37,,,,3.37,,,,,,3.37,2.98,,,,3.37,,2.79,,2.77,,,,,,,,2.05,,,2.56,,2.98,,2.79,,2.56,,2.56,,2.98,2.98,2.98,,,,,,,,,,,,,,,,,,,,,3.12,2.77,2.05,2.79,2.38,2.98,2.56,3.37,,,,,ciit/sp16-bcs-1160/isb,bcs,,2.76,99,70.35497835,4,,fbise,federal board,0.900952381,0.833636364,preeng,30,2,1,1,4
Female,Islamabad Capital Territory,O-Level,759,900,Cambridge Board,A-Level,860,1100,Computer Science,cambridge board,64,SP16,2016,3.48,,,,,3.48,,3.47,3.01,3.11,3.48,3.01,3.48,3.47,3.47,3.47,3.01,,3.47,3.48,,3.11,3.11,3.56,3.11,,3.56,,,,3.56,3.56,,3.62,,,,,3.01,,,,,,,,,,,,,,3.62,3.56,,,,,,3.6,,,3.74,,,,3.74,,,,,,3.74,3.6,,,,,,3.11,,3.47,,,,,,,,3.01,,,3.62,,3.6,,3.11,,3.62,,3.62,3.74,3.6,,3.6,,,,,,,,,,,,,,,,,,,,,3.48,3.47,3.01,3.11,3.56,3.6,3.62,3.74,,,,,ciit/sp16-bcs-3573/isb,bcs,,3.43,95,71.70606061,4,,cambridge,international boards,0.843333333,0.781818182,cs,31,0,0,1,5
Male,Punjab,Matric,863,1050,"BISE, Faislabad",FSC,790,1100,Pre Engineering,"bise, faislabad",60,SP16,2016,3.05,,,,,3.05,,1.86,1.67,1.66,3.05,1.67,3.05,1.86,1.86,1.86,1.67,,1.86,3.05,,1.66,2.33,2.47,1.66,,2.47,,,,2.47,2.47,,2.98,,,,,1.67,,,,,,,,,,,,,,2.46,2.47,,,,,,2.33,,,2.98,,,,2.98,2.98,,,,,2.46,2.33,,,,,,1.66,,1.66,,2.98,,,,,,1.67,,,2.46,,2.33,,1.66,,,,2.46,2.46,2.33,,2.33,,,,,,,,,,,,,,,,,,,,,3.05,1.86,1.67,1.66,2.47,2.33,,2.46,2.98,,,,ciit/sp16-bcs-948/isb,bcs,,2.48,100,66.94632035,4,,bise faisalabad,punjab boards,0.821904762,0.718181818,preeng,23,2,1,1,4
Female,Punjab,Matric,963,1050,"FBISE, Islamabad",FSC,865,1100,Pre Medical,"fbise, islamabad",50,SP16,2016,2.02,,,,,2.02,,2.52,,,2.23,,2.02,2.52,2.52,2.52,,,2.52,2.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.02,2.23,2.52,,,,,,,,,,ciit/sp16-bcs-520/isb,bcs,,2.56,99,65.62597403,4,,fbise,federal board,0.917142857,0.786363636,premed,30,3,0,1,1
Male,Islamabad Capital Territory,Matric,899,1050,"FBISE, Islamabad",FSC,838,1100,Pre Engineering,"fbise, islamabad",53,SP16,2016,0,,,,,0,,,,,0,,0,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,ciit/sp16-bcs-2031/isb,bcs,,0,98,65.53463203,4,,fbise,federal board,0.856190476,0.761818182,preeng,30,2,1,1,0
Female,Punjab,Matric,831,1050,"BISE, Sargodha",FSC,840,1100,Computer Science,"bise, sargodha",58,SP16,2016,2.99,,,,,2.99,,3.1,2.68,2.95,2.99,2.68,2.99,3.1,3.1,3.1,2.68,,3.1,2.99,,2.95,2.95,2.8,2.95,,2.86,,,,2.86,2.86,,2.84,,,,,2.68,,,,,,,,,,,,,,2.84,2.86,,,,,,2.8,,,2.96,,,,2.96,,,,,,2.96,2.8,,,,,,2.95,,3.1,,,,,,,,2.68,,,2.84,2.96,2.8,,2.95,,2.84,,2.84,,2.8,,2.8,,,,,,,,,,,,,,,,,,,,,2.99,3.1,2.68,2.95,2.86,2.8,2.84,2.96,,,,,ciit/sp16-bcs-1231/isb,bcs,,2.9,100,67.45974026,4,,bise sargodha,punjab boards,0.791428571,0.763636364,cs,29,0,0,1,3
Male,Punjab,Matric,847,1050,"BISE, Rawalpindi",FSC,794,1100,Pre Engineering,"bise, rawalpindi",58,SP16,2016,3.28,,,,,3.28,,3.54,3.3,3.74,3.28,3.3,3.28,3.54,3.54,3.54,3.3,,3.54,3.28,,3.29,3.29,3.43,3.29,,3.43,,,,3.43,3.43,,3.57,,,,,3.3,,,,,,,,,,,,,,3.57,3.43,,,,,,3.74,,,3.4,,,,3.4,3.4,,,,,3.4,3.74,3.4,,,,,3.29,,3.54,,3.4,,,,,,3.3,,,3.57,3.57,3.74,,3.29,,3.57,,3.57,,3.74,3.74,3.74,,,,,,,,,,,,,,,,,,,,,3.28,3.54,3.3,3.29,3.43,3.74,3.57,3.4,,,,,ciit/sp16-bcs-3501/isb,bcs,,3.44,99,65.93939394,4,,bise rawalpindi,punjab boards,0.806666667,0.721818182,preeng,27,2,1,1,4
